id,question,ground_truth,predicted,raw_output,correct,rag_context
36308591-9653-4a3d-8be3-3ab5244364a6,Most frequent benign bone tumor of hand is -,A,A,A. Enchondroma,True,"Benign tumors and tumor-like lesions constitute about 79.3% of cases of all musculoskeletal lesions and show a slight female predominance. However malignant tumors constitute only 20.7% of lesions and show a male predominance. [5] The most common benign bone lesions are osteochondroma, enchondroma, and simple bone cysts. Benign bone tumors are more prevalent than malignant bone tumors in the younger age group. [6] Malignant bone tumors, mainly metastasis and myeloma, are more common in the older age group, especially in those older than 40 years of age. ||| Enchondromas arise most commonly from the hand and foot bones but may occasionally appear in the femur and humerus. These neoplasms are also the most common primary bone tumors of the hand, where they commonly appear in the proximal phalanges. Other common sites include the middle phalanges, metacarpals, and distal phalanges. [2] [3] ||| Benign Tumors"
4eea39c2-2669-488a-b06b-54fc81a90755,Pick's body in Pick's disease is -,A,A,A. Tau protein,True,"Objectives: Identify the etiology and epidemiology of Pick disease. Review the appropriate history, physical, and evaluation of Pick disease. Outline the treatment and management options available for Pick disease. Summarize interprofessional team strategies for improving care coordination and communication to advance the care of Pick disease and improve outcomes. Access free multiple choice questions on this topic. ||| Pick disease, also known as frontotemporal dementia, is the most common cause of dementia in patients under 60 years of age and is the third most common cause of dementia in patients over 65 years old. This type of dementia is characterized by a spectrum of neuropsychiatric symptoms ranging from those that affect the patient's personality to those that cause a decline in cognitive function. This activity reviews the evaluation and management of Pick disease and highlights the role of the interprofessional team in the care of patients with this condition. ||| Niemann-Pick disease: an autosomal recessive lysosomal disorder characterized by accumulation of byproducts that leads to hepatosplenomegaly and cherry red spots [19]"
eccdab28-c275-49bb-83b9-fd6c71dcb8b5,Maximum chances of ureteric injury are with:,B,A,A. TAH,False,"Overall, a ureteral injury is rare. The most common cause is iatrogenic trauma during open surgery, laparoscopic, or endoscopic procedures. Penetrating trauma accounts for most non-iatrogenic ureteral injuries. Ureteral injuries are often subtle, and clinicians must have a high index of suspicion for them. An unrecognized or mismanaged ureteral injury can lead to significant complications, including urinoma, abscess, ureteral stricture, and potential loss of ipsilateral kidney or even death. [1] [2] [3] ||| Overall, a ureteral injury is rare. The most common cause is iatrogenic trauma during open surgery, laparoscopic, or endoscopic procedures. Penetrating trauma accounts for most non-iatrogenic ureteral injuries. Ureteral injuries are often subtle, and clinicians must have a high index of suspicion for them. An unrecognized or mismanaged ureteral injury can lead to significant complications, including urinoma, abscess, ureteral stricture, and potential loss of ipsilateral kidney or even death. This activity describes the risk factors, evaluation, and management of ureteral injury and highlights the role of the interprofessional team in enhancing care delivery for affected patients. ||| The most common causes of ureteral injury are iatrogenic. [29] The overall incidence of iatrogenic ureteral injury varies between 0.5% and 10%. The type of procedure that most frequently causes inadvertent ureteral injury is a hysterectomy (54%) due to the proximity of the uterine artery to the distal ureter. [30] [31] Each ureter is typically only about 2 cm from the cervix, but the distance can be shorter than 0.5 cm in 12% of women. [32]"
33675768-fbb6-4eeb-8dc1-9f79c010f22a,Presumptive count includes -,B,B,B. Coliform but not only E,True,Additional pertinent information includes: ||| A complete blood count ||| Complete blood count
4e88235f-9dec-4e81-a988-bc7f750be79e,Left sides vocal cord palsy is commonly due to -,A,D,D. Thyroid surgery,False,"In another article reviewing 2,267 cases of unilateral vocal cord palsy, the top three causes were surgery, cancer, and idiopathic accounting for 36.9%, 29.7%, and 20.9% of cases, respectively. [8] Therefore recurrent laryngeal nerve injury and unilateral vocal cord palsy seem to have similar etiologies, as expected. ||| A palsy of the superior laryngeal nerve (SLN) causes pitch changes in a patient’s voice secondary to paralysis of the cricothyroid muscle. Bilateral SLN palsy leads to hoarseness and abduction of the vocal cords, increasing aspiration risk. [8] Although uncommon, vocal cord palsy can also occur in stroke patients with damage to the cerebral cortex or brainstem supplying the vagus, and hence the RLN. Laryngeal dysfunction is secondary to injury of the nucleus ambiguous and nucleus solitarius. In addition, compression secondary to a tumor can cause bilateral RLN palsy, leaving the vocal cords in the paramedian position. ||| As the primary cause of bilateral vocal cord paralysis is post-surgical nerve injury, it is predominantly seen in adults with a history of thyroid or other bilateral neck surgery. Idiopathic causes may show a slight female predominance, but there is no high-quality data published on this subject at this time. [10]"
4fa530c2-a2f7-4fa5-9035-f4b283a9bafe,Of the following minerals the highest amount found in human body is:,B,B,B. Calcium,True,"An adult human body contains 25 g or 1000 mmol of magnesium. [11] Magnesium is the second most abundant intracellular cation after potassium and a cofactor in many biochemical reactions. About 99% of magnesium is in bone (60%) and soft tissues (40%). [11] ||| Calcium is the fifth most common element in the body and the most prevalent cation. An average human body (70 kg) contains about 1 kg, or approximately 25 mol, of calcium. [5] The skeleton contains approximately 99% of the body’s calcium, predominantly as extracellular crystals of an unknown structure and a composition approaching hydroxyapatite. [4] Soft tissues and extracellular fluid contain about 1% of the body’s calcium. In blood, virtually all calcium is present in the plasma. [5] ||| Calcium is the most abundant mineral in the human body. Although most calcium is found in teeth and bone, approximately 1% is dissolved in the bloodstream. As the human body ages, calcium is deposited in various body parts. Arterial calcification is closely related to vascular injury, inflammation, and repair. Calcification occurs very early in atherosclerosis; it is only detectable through imaging modalities when it accumulates in tissue and vasculature. This accumulation typically occurs after age 40, and most individuals older than 60 have diffuse calcification. [1]"
d4591a67-4704-4912-9b1d-c23952e49a77,RCH phase 2 does not include,D,A,A. Immunization of pregnant women,False,"Phase 2 includes a larger sample of human subjects with a disease or symptom the drug claims to treat. In Phase 2, the drug may be compared to another treatment for the disease or symptom or a placebo. This phase provides information on drug efficacy and dosing and continues monitoring adverse effects. Once the drug has an established efficacy with minimal serious side effects, it advances to Phase 3. ||| Phases one and two are not present in pacemaker cells. As a result, phase zero is followed by phase three. ||| IPH presents in two phases. The first as an acute phase corresponds with intra-alveolar bleeding episodes associated with cough, dyspnea, hemoptysis, and potentially respiratory failure. The second chronic phase is characterized by the slow resolution of previous symptoms with or without treatment."
e4773538-c71c-4fc5-b428-1aa6fa13145e,Most common lung cancer due to tobacco,B,B,B. Squamous cell carcin,True,"Lung cancer is the most common cause of cancer, the leading cause of death in men in the world, and the second leading cause in women. [4] Forty percent of lung cancers are secondary to adenocarcinoma. There are significant differences in the incidence of lung cancer from one country to another, mostly attributed to the prevalence of smoking. Tobacco control efforts are going to reduce the incidence of lung cancer in the future. [27] ||| Smoking is the leading cause of lung cancer, accounting for 85% of cases. Additional risk factors for lung cancer include second-hand smoke, asbestos, radon, and other environmental factors. Smoking is associated with all types of lung cancer. However, the strongest associations are with SCLC and squamous cell lung cancer. ||| Tobacco use has been cited as the cause of approximately 90% of all lung cancers. Patients that currently smoke with 40 pack/year smoking history have twenty times the likelihood of developing lung cancer than a non-smoker. This risk can increase if further environmental or lifestyle exposures are compounded with tobacco use, such as asbestos exposure. [4] Adenocarcinoma, in particular, is thought to have stemmed from the invention of filter-cigarettes in the 1960s; however, this has not been proven. [10]"
b536b071-b4b8-4fde-99c0-036eec18b782,Specific marker for intestinal inflammation,B,B,B. Fecal lacto,True,"Inflammatory bowel disease (IBD) is characterized by repetitive episodes of inflammation of the gastrointestinal tract caused by an abnormal immune response to gut microflora. Inflammatory bowel disease encompasses two types of idiopathic intestinal disease that are differentiated by their location and depth of involvement in the bowel wall. Ulcerative colitis (UC) involves diffuse inflammation of the colonic mucosa. Most often, UC affects the rectum (proctitis), but it may extend into the sigmoid (proctosigmoiditis), beyond the sigmoid (distal ulcerative colitis), or include the entire colon up to the cecum (pancolitis). Crohn disease (CD) results in transmural ulceration of any portion of the gastrointestinal tract (GI), most often affecting the terminal ileum and colon. Both diseases are classified by extent (mild, moderate, or severe) and location. CD also is classified by phenotype- inflammatory, stricturing, or penetrating. [1] [2] [3] ||| Some studies have proposed the pathogenesis of EIMs as an autoimmune reaction towards a tropomyosin isoform expressed in the non-pigmented ciliary epithelium (eye), keratinocytes (skin), chondrocytes (joint), the biliary epithelium (hepatobiliary tract), and the gastrointestinal epithelium (GIT). [17] [18] Alteration of the normal intestinal flora has been implicated in the pathogenesis of intestinal inflammation in animal models of IBD; however, its role in humans remains unclear. [19] ||| The epithelial barrier has a defect in colonic mucin and possibly tight junctions, leading to increased uptake of luminal antigens. The lamina propria of the mucosa also has an increased number of activated and mature dendritic cells, which include a large number of toll-like receptors (TLR), specifically TLR2 and TLR4. There also seems to be an atypical T-helper (Th) cell response in patients with ulcerative colitis, specifically Th2, which exerts a cytotoxic response against epithelial cells. Other immune-related factors that play a role in the pathophysiology of ulcerative colitis include tumor necrosis factor-alpha (TNF-alpha), interleukin 13, and natural killer T-cells. Levels of IgM, IgA, and IgG are elevated in inflammatory bowel disease; however, a disproportionate increase in IgG1 antibodies is found in patients diagnosed with ulcerative colitis."
b4ad6fec-9445-48c5-a7ad-fea59fc0c972,Skin graft for facial wounds is taken from:,A,B,B. Cubital fossa,False,"Skin grafting is a fundamental reconstructive technique used in trauma, burns, chronic wounds, and after oncologic surgery. Grafting is critical in wound closure, infection prevention, and functional restoration. By reestablishing skin continuity, grafting reduces insensible fluid losses, protects against bacterial invasion, and accelerates healing, ultimately improving patient survival and quality of life. Timely debridement and grafting are essential to optimizing outcomes, as delayed intervention increases the risk of infection, graft failure, and poor cosmetic results. Cosmesis is further enhanced with prompt wound treatment, particularly in large defects or facial reconstruction cases. ||| Despite their limitations, skin grafts remain an essential tool in reconstructive surgery. They offer effective wound coverage, functional restoration, and aesthetic improvement solutions. Advances in grafting techniques and bioengineered alternatives continue to refine outcomes, expanding the clinical applications of this critical procedure. ||| Skin grafting is a surgical procedure used to treat wounds that cannot heal independently. This procedure reduces infection, regulates fluid loss, and improves function and appearance. Split-thickness skin grafts, which involve harvesting the epidermis and part of the dermis, are commonly used for burns, trauma, ulcers, and surgical wounds. They reepithelialize quickly, making them ideal for large wounds with limited donor sites. This activity outlines the principles of split-thickness skin grafting and highlights the critical role of the healthcare team in treating patients undergoing this procedure."
b772274b-711b-4f73-aa47-aa8a949c8b02,Primary Structural defect of an organ is termed:,A,A,A. Malformation,True,"Primary diffuse tracheomalacia is a rare congenital defect characterized by the immaturity of the cartilaginous rings (usually involving the distal third of the trachea), which leads to a weakness of the entire tracheal structure. It is more frequent in premature babies and can be associated with laryngomalacia or affect the trachea and other respiratory tracts. When the main bronchi are also affected, this condition is termed tracheobronchomalacia. Congenital tracheomalacia can combine with other congenital defects (e.g., cardiac defects), tracheoesophageal fistula, developmental delay, and gastroesophageal reflux (GER). Some conditions, such as vascular rings, can produce a localized primary defect in the development of the trachea. ||| An essential type of neural tube defect is called cranial dysraphism. This anomaly is the failure of cranial neural tube closure and includes anencephaly and encephaloceles. Spinal dysraphism is another type of error that is due to the failure of closure of the caudal neuropore and includes spina bifida cystica and occulta. Neural tube defects classify into ventral, dorsal, or midline defects. These defects can further be classified as open where the open neural tube can be exposed to the surrounding environment, or closed where the overlying skin covers the defect. Craniorachischisis is a rare form of neural tube defect in which the neural tube fails to close throughout the entire body axis. [11] ||| Injuries to the surrounding structures These occur mainly in the diaphragm, liver, spleen, or a major vessel."
b6c3a7a8-37b0-4ac1-b3da-f7ff6c1fecf7,Tinea cruris is caused by,A,A,A. Trichophyton,True,"Failure of therapy and recurrence are the most likely complications of tinea cruris. They have been attributed to reinfection from close contacts, autoinfection from separate body locations, infection by uncommon species such as zoonoses, misdiagnosis, drug resistance, and non-adherence to the management plan. [3] Steroid use may suppress the physical signs of tinea cruris, making the diagnosis more difficult. Also, chronic application can result in skin atrophy and telangiectasias. [4] Secondary bacterial infection is another potential complication of tinea cruris. [3] Majocchi’s granuloma is an uncommon complication of cutaneous fungal infections in which dermatophytes disseminate into the subcutaneous tissue secondary to skin breakdown, immunosuppression, or topical steroid use resulting in a deep, inflammatory disease. [3] [20] A dermatophytid reaction may result in an allergic response at a separate location from the original tinea site. [21] ||| Tinea cruris is caused by dermatophytes belonging to three genera, Trichophyton , Epidermophyton , and Microsporum . [5] Trichophyton rubrum has been isolated most commonly and remains the most frequent cause of tinea cruris worldwide; however, most studies do recognize the increasing prevalence of Trichophyton mentagrophytes and other organisms in certain regions. [1] [2] [3] [4] [7] Several risk factors have been identified that predispose an individual to tinea cruris, including excessive perspiration, occlusive clothing, improper hygiene, diabetes mellitus, immunocompromise, and lower socioeconomic status. [1] [2] [3] [6] ||| Tinea cruris (“jock itch”): Ringed or scaly lesions with central clearing may mimic EMPD; direct microscopic examination and fungal culture help exclude dermatophyte infection."
0d3075d6-318e-4691-8a96-d1c1cb1ad3d7,Umbilical vein becomes --- in adults:,A,A,A. Ligamentum teres,True,"Umbilical Vein ||| During embryological development, the umbilical vein carries oxygenated blood from the placenta to the fetal circulation via the ductus venosus and hepatic sinusoids. Postnatally, remnants of the umbilical vein persist within the falciform ligament as the ligamentum teres. In cases of portal hypertension, both the umbilical and paraumbilical veins recanalize and become engorged. [39] [40] ||| The normal umbilical cord contains 3 vessels: 2 umbilical arteries and 1 umbilical vein. The right umbilical vein typically regresses by the 7th week of gestation, leaving only the left umbilical vein patent. Rarely, the umbilical cord retains all 4 vessels—2 arteries and 2 veins. This anomaly is associated with a higher incidence of congenital abnormalities, particularly affecting the cardiovascular and gastrointestinal systems. [45] Persistence of both umbilical veins results in a condition known as persistent right umbilical vein. This abnormality is believed to arise from disruptions during early embryogenesis, possibly related to folate deficiency in the 1st trimester. The condition may have teratogenic effects and has been linked to adverse fetal outcomes. [46]"
bcc97a42-4461-4fb2-a0ea-b34b29509d6d,Increased permeability in acute inflammation is due to-,A,A,A. Histamine,True,"Acute inflammation initiates following a specific injury, triggering the release of soluble mediators such as cytokines, acute phase proteins, and chemokines. These substances promote the migration of neutrophils and macrophages to the inflammation site, representing a crucial component of the innate immune response during acute inflammation. [4] If the acute inflammation does not quickly resolve, it progresses to subacute inflammation. If inflammation persists beyond 6 weeks, it transitions from subacute to chronic, marked by the migration of T lymphocytes and plasma cells to the site of inflammation. Prolonged inflammation without recovery leads to tissue damage and fibrosis. [3] Additional varieties of cells, such as macrophages and monocytes, also contribute to acute and chronic inflammation. [5] ||| Tissue damage due to trauma, microbial invasion, or noxious compounds can induce acute inflammation. It starts rapidly, becomes severe in a short time and symptoms may last for a few days for example cellulitis or acute pneumonia. Subacute inflammation is the period between acute and chronic inflammation and may last 2 to 6 weeks. ||| Inflammation is initiated at the moment of tissue disruption (Days 1 to 6)"
1ca21da7-64b4-4a8b-8473-858245e0b4f2,Duke's criteria is used for evaluation of?,D,A,A. CHF,False,The evaluation may include: ||| The evaluation should include the following: ||| Evaluation should include the following:
6a6e2ada-cc8f-4dac-b764-f8195c4b09ed,Which of the following nerve fibres serve as preganglionic autonomic fibres,C,C,C. B,True,"Also of note, preganglionic cells within the autonomic nervous system (ANS) are closely associated with the sensorimotor outflow tracts of spinal nerves. The goal of the ANS is to control visceral motor tone involuntarily.  Autonomic central neuronal bodies originate in the regions of the cord’s lateral horn of the cord’s gray matter, specifically in the intermediolateral nucleus.  In the thoracic and upper lumbar regions (T1 to L2), these neurons give rise to preganglionic sympathetic axons that exit with somatic motor axons through the spinal cord’s ventral (anterior) root. The preganglionic fibers travel within white rami communicantes to paravertebral ganglia within the sympathetic trunk.  From the ganglia, the sympathetic tone can undergo modulation in smooth and cardiac muscle, glands, and immune system cells via a series of gray rami communicantes and postganglionic fibers. [2] [3] ||| The table below summarizes information about the origin, destination, autonomic fiber type, and autonomic division of the splanchnic nerves. ||| The abdominopelvic viscera receive innervation via the autonomic nervous system's sympathetic and parasympathetic components (see Image . Autonomic Nervous System). The splanchnic nerves are paired preganglionic autonomic nerves running along either side of the vertebral column. These nerves are composed of preganglionic motor (visceral efferent) and sensory (visceral afferent) nerve fibers supplying the abdominopelvic organs. [1] [2] The thoracic, lumbar, and sacral splanchnic nerves carry presynaptic sympathetic fibers, while the pelvic splanchnic nerves carry preganglionic parasympathetic fibers."
98dc969f-9dd1-4b97-a3f0-613aeda77762,Which of the following inhaled gas is used to decrease pulmonary aery pressure in adults and infants?,C,D,D. Nitrogen,False,"Methylxanthines, such as theophylline, have historically been used in the treatment of status asthmaticus due to their bronchodilatory effects. Additionally, they have anti-inflammatory and immune modulation properties. [10] However, they are falling out of favor for use in children due to the narrow therapeutic window, toxic effects (arrhythmias, seizures, cerebral vasoconstriction), and availability of safer alternative therapies. Other inhaled gases can be mixed with or added to oxygen to 1) reduce turbulent flow (helium-oxygen mixture referred to as heliox via a mask or high flow nasal cannula), or 2) administer a potent bronchodilator (inhaled volatile anesthetics via the ventilator). The former may have limited use in the presence of hypoxemia, as the fraction of inspired oxygen in the gas mixture is restricted to 0.21 to 0.4 for the helium proportion to be significant enough to have the desired effect. [10] Utilization of inhaled volatile anesthetics is generally the final medication in the treatment arsenal or used as a bridge to get a child on extracorporeal life support for status asthmaticus. However, its use may be hampered by its need for specialized equipment, the ris ||| In the lungs, bronchodilation (beta-2) and decreased pulmonary secretions (alpha-1, beta-2) occur to allow more airflow through the lungs. ||| In the respiratory system, epinephrine and norepinephrine dilate bronchioles and improve airflow."
49bbd4a8-9116-41ba-a614-307550ecea66,Anorexia nervosa can be differentiated from bulimia by,D,A,A. Intense fear of weight gain,False,"The characteristic features of bulimia nervosa are as follow, ||| Bulimia nervosa is substantially more common than anorexia nervosa in the population, ||| Anorexia nervosa- It is essential to distinguish bulimia nervosa from anorexia nervosa because the complications, management, and prognosis of each condition are different. The patient has anorexia nervosa and not bulimia nervosa if binging or purging occurs exclusively during episodes of anorexia nervosa, which includes a binge-eating/purging type. An important distinction is that a diagnosis of anorexia nervosa requires low body weight; BMI<18, whereas this is not a diagnostic criterion for bulimia nervosa. Studies have shown minimal benefits of psychotropic medication for the treatment of anorexia nervosa."
a0abf8b3-b48c-4f16-82b2-e2875c111dbc,Amount of ORS given in a 4 kg child with diarrhea with some dehydration:,B,C,C. 400 mL,False,"In 2003, the recommendations were put forward by the Center for Disease Control (CDC) for treating acute diarrhea in children on both an outpatient and inpatient basis, including indications for referral. [27] Indications for referral and further medical evaluation of children include the following: Under 3 months old Weighs less than 8 kg (17.6 lbs) History of premature birth, chronic illnesses, or concurrent medical conditions Fever of 38ºC (100.4 F) or higher in children less than 3 months old or 39ºC (102.2 F) or higher in children between 3 and 36 months of age Grossly bloody stool High-output diarrhea Persistent vomiting Signs of dehydration, such as sunken eyes, decreased tear film, dry mucous membranes, and oliguria/anuria Mental status alterations Inadequate response to oral rehydration or the caregiver's inability to administer oral rehydration Treatment of dehydration is summarized in the following table: ||| In developing regions, an average of 3 episodes of diarrhea per child per year is reported in children less than 5 years old. However, certain other areas report 6 to 8 episodes per year per child. In these circumstances, malnutrition plays an additional role in the development of diarrhea. [8] ||| Oral rehydration therapy (ORT) costs less than parenteral fluid administration, requires fewer technical skills for intravenous access, avoids complications like phlebitis and infection, and allows non-medical caregivers to participate in the treatment plan. ORT must be given in small amounts, frequently, to prevent triggering vomiting. Five milliliters every 1 to 2 minutes is usually well tolerated, but this approach is labor-intensive and requires a caregiver at the bedside. A 50 to 100 mL/kg volume is administered over 3 to 4 hours for mild-to-moderate dehydration. Nurses can insert a nasogastric tube for patients who refuse fluids or cannot drink. Children younger than 2 with mild dehydration should receive an additional 50 to 100 mL of fluid for each episode of vomiting or diarrhea. Age, weight, and estimated or measured losses guide the replacement volume in older children. Generally, clinicians should replace 10 to 20 mL/kg body weight for each diarrheal stool. As vomiting resolves, oral intake of small amounts of solids can begin, advancing slowly to a regular diet based on age. Patients who improve with ORT receive fluids and calories during maintenance, gradually returnin"
04c7cbb9-d407-4290-bfba-8d7e82e2b3ce,Interferon gamma secreted by?,A,A,A. CD4 T cell,True,"Recombinant human interferon-gamma treatment has been used in LAD-I. [16] ||| The adverse effects of Interferon-gamma include fever, headache, fatigue, rash, chills, injection site erythema or tenderness, diarrhea, vomiting, nausea, weight loss, myalgia, inflammation/autoimmune reactions, anorexia, and arthralgia. [15] ||| Interferon-beta preparations: These preparations act through multiple mechanisms, including modulation of T- and B-cell function, cytokine expression alteration, potential role in blood-brain barrier recovery, and reduction in matrix metalloproteinase expression. The administration is subcutaneously or intramuscularly, and they may cause flu-like symptoms and possibly briefly worsen patients' neurological symptoms."
c437e0bf-2281-47b0-9f22-c1d3f3f28e9c,Cremasteric muscle is supplied by,B,B,B. Genital branch of genit,True,"The cremaster muscle is a paired structure made of thin layers of striated and smooth muscle. The muscle's name is derived from a Greek word meaning “suspender.” In reality, the muscle has 2 parts, a lateral and medial cremaster muscle. The lateral muscle originates from the internal oblique muscle and inguinal ligament, and the medial cremaster muscle usually originates from the pubic tubercle but sometimes from the lateral pubic crest. The muscles that are covered by a fascia loop over the spermatic cord and testicles and insert into the testicle tunica vaginalis. In the female, the cremaster muscle is found on the round ligament. The cremasteric artery, a branch of the inferior epigastric artery, along with anastomotic flow from the other arteries supplying the scrotum, provides blood flow to the muscles. ||| The cremaster muscle and anterior scrotum receive their innervation by the genital branch of the genitofemoral nerve. This nerve arises from the L1-L2 segments of the lumbosacral plexus and then travels through the inguinal canal to supply the anterior skin of the scrotum. ||| The soleus muscle and anterolateral compartment muscle are transected. A GIA stapler is useful for this."
d797d404-268b-404d-abd8-3c5a6f16b870,Which of the following autoantibodies is most suggestive of subacute cutaneous lupus erythematosus?,B,C,C. anti La,False,"Lupus erythematosus is an inflammatory connective tissue disorder characterized by the involvement of pathogenic autoantibodies, as well as immune complex formation and deposition, attributed to the loss of immune tolerance. Cutaneous features in lupus constitute one of the diagnostic criteria for systemic lupus erythematosus. Cutaneous findings in lupus encompass a wide range of manifestations and can occur with or without systemic involvement in systemic lupus erythematosus. One form of cutaneous lupus erythematosus is subacute cutaneous lupus erythematosus. ||| Subacute cutaneous lupus erythematosus ||| Systemic lupus erythematosus: At least 4 of the following 11 criteria must be present: malar rash, discoid rash, photosensitivity, oral ulcers, arthritis, serositis, kidney disorder [most often lupus nephritis], hematologic disorder, neurologic disorder, immunologic disorder, and antinuclear antibody positivity [15]"
cc30fbd2-c8d3-47c4-922f-0888c2b98d85,Dense middle cerebral aery (MCA) Sign in brain is seen in,A,A,A. Acute infarct,True,"Early signs of the middle cerebral artery occlusion in non-contrast head CT scan (<24 hours): Hyperdense MCA (middle cerebral artery) sign: the appearance of increased attenuation of the M1 segment of the middle cerebral artery. [37] MCA (middle cerebral artery) dot sign: hyperdensity in the distal middle cerebral artery and its branches inside the Sylvian fissure. [38] ||| The MCA also branches from the internal carotid artery. It supplies the lateral surface of the brain, i.e., anterior and lateral portions of the temporal lobes, part of the internal capsule, and basal ganglia. The MCA divides into four segments: M1 (sphenoidal or horizontal segment), M2 (insular segment), M3 (opercular segment), and M4 (cortical segment). Ischemic stroke lesions in this territory cause the motor and sensory cortical lesions of the upper limb and face and account for contralateral paralysis and a sensory deficit of the upper limb and face. The MCA also supplies the temporal lobe (Wernicke area) and frontal lobe (Broca area) and lesions in this dominant lobe (usually left) result in aphasia. Posterior circulation arteries: ||| The middle cerebral artery has the main trunk (M1) and it divides into two M2 Branches. The M1 (horizontal branch) supplies the basal ganglia and M2 (Sylvian branches) supplies part of the parietal, frontal and temporal lobes. As MCA supplies a wide territory it is extremely important to rule out MCA occlusion. The MCA syndrome causes contralateral arm and face numbness and weakness, gaze deviation towards the affected side. Aphasia in the left-sided lesions and neglect in the right-sided lesions."
59b204de-52e7-4135-b9ee-b5d35d26e727,Least soluble cement,A,D,D. Silicate Cement,False,"The powder-to-liquid ratio determines the mechanical properties of the set cement. More powder increases the consistency of the cement, strength, and speed of the setting reaction. However, the powder-to-liquid ratio can be increased until a critical point. The volume of the physical matrix will be deficient in binding and holding the cement ingredients together; the mechanical properties will be compromised significantly. Thus, the powder-to-liquid ratio should strictly comply with the manufacturer's instructions. Using pre-graduated self-contained mixing capsules solves this problem. [14] ||| Bone cement The cements currently available in the United States are polymethylmethacrylate (PMMA) and a bioactive calcium phosphate microglass cement, which is composed of 33% difunctional methacrylates and 67% bioactive glass-ceramic. The latter is much stronger than PMMA with a decreased propensity for causing exothermic reactions (60 °C versus 70 °C to 90 °C with PMMA). ||| The cement consists of a core and matrix. The core constitutes unmixed powder particles, whereas the matrix comprises polyacid and HEMA polymer linked with hydrogen bonding."
e11ced88-d7ed-4cd2-b829-a579a4155950,The penicillin G preparation with the longest duration,A,A,A. Benzathine penic,True,"Penicillin G can be administrated by intravenous (IV) or intramuscular (IM) route. Penicillin G potassium for injection USP vial is available in 1 million units, 5 million units, and 20 million units per vial. Because of the short half-life, penicillin G is usually administered in divided doses 4 to 6 hours apart via the IV or IM route. Penicillin G benzathine administration ensures a continuous low dose of penicillin G over 2 to 4 weeks. FDA has also approved a procaine penicillin G combination of antibiotics and local anesthetics. [7] ||| Treatment of choice is penicillin G 4 million units every 6 hours ||| Treatment of choice is penicillin G 4 million units every 6 hours"
432ae068-ed94-415c-afa9-9eef243d2f9b,Regarding termination of drug action:,C,C,C. Hepatic metabolism,True,"Treatment begins with stopping the offending drug. ||| Terminating the therapeutic relationship between a healthcare professional and a patient involves critical ethical and legal considerations. Abrupt or unilateral termination of this relationship, without appropriate steps, can be classified as abandonment, which can place the patient at risk and result in legal liability for the provider. This topic explores the essential ethical and legal obligations related to ending the therapeutic relationship, offering insight into alternatives to termination and outlining best practices for a respectful and compliant termination process. The discussion covers key elements of termination and identifies situations that may require conflict resolution, standardized practices, and consultation with medical boards or legal counsel to minimize potential ethical and legal issues. ||| If a patient is abusing prescribed opioids, this is a violation of the treatment agreement. The provider may then choose to discharge the patient from their practice. If the relationship is terminated, the provider must do it legally. The provider should avoid patient abandonment, ending a relationship with a patient without consideration of continuity of care, and providing notice to the patient. To avoid abandonment charges, the patient must be given enough advanced warning to allow them to secure another physician and facilitate the transfer of care."
499c0f00-9d08-4185-9e73-1bea938670df,Initial investigation for obstructive jaundice is,A,C,C. ERCP,False,Jaundice ||| Prognosis of jaundice depends on the etiology. ||| The prevalence of jaundice differs among patient populations; newborns and elderly more commonly present with the disease. [12]
ae0c08d1-8f64-49a0-8928-e03d32c53b3a,Nephrotoxic agent is,A,A,A. Methoxy flurone,True,"Nephrotoxicity ||| Numerous drugs used to manage and treat multiple diseases, including hypertension, diabetes, and other pathologies, are nephrotoxic. These agents are in various classes and categories of medication. This activity reviews the indications, action, and contraindications for nephrotoxic drugs as a valuable agent in choosing key treatment strategies. This activity will highlight the mechanism of action, adverse event profile, and other key factors (e.g., dosing, monitoring, relevant interactions) pertinent for healthcare team members in the care of patients with renal pathologies and related conditions. ||| Nephrotic syndrome"
124ba46a-2d3a-4825-b54d-7e7760cc572f,Reversal lines are a coating found in bone is produced by,A,C,C. Osteoclasts,False,"Osteoprogenitor cells are identifiable in both endosteum and deeper layer of the periosteum; In adult bone, the deeper layer of the periosteum is thinner. Osteoprogenitor cells appear flattened with light staining in growing bones. It may be acidophilic or slightly basophilic also. In the inner layer, multiple cells are visible, while in the outer layer shows fibrous structure. The bone covering is a layer of the flattened cells in sites where remodeling is not active. [27] [50] [27] [70] ||| Once the fusion of osteoblast and osteoclastic precursors has occurred, the resulting multinucleated osteoclast attaches to the bone surface and commences resorption. These cells use a combination of lysosomal enzymes and hydrogen ions to break down the bone matrix. This bone matrix has an inorganic portion of calcium phosphate crystals (hydroxyapatite) and an organic portion comprised of collagen, proteoglycans, and glycoproteins. The resorption process leaves ""scooped out"" regions of the bone matrix (Howship lacunae). It is believed that mononuclear macrophage lineage cells then conduct a ""reversal"" phase, which continues to degrade and deposit organic material while releasing growth factors to initiate the bone deposition phase. [3] Osteoblasts ||| This is a physiological process in which old or damaged bone is removed by osteoclasts and then replaced by new bone formed by osteoblasts. Bone formation and resorption are tightly coupled to ensure no net change in bone mass or quality after each remodeling. Bone remodeling requires the coordinated action of the four types of bone cells. The process involves 4 major distinct but overlapping phases:"
